Livro,Capítulo,Verso,Antes,Depois
At,8,26,"Um anjo d<i>o</i> Senhor, pois, falava para Filipe, dizendo: Levanta<i>‑te</i>, e vai para o lado do sul<f>[1]</f>, pelo<f>[2]</f> caminho que desce de Jerusalém para Gaza<f>[3]</f>; esse é deserto.","Um anjo d<n>[o]</n> Senhor, pois, falava para Filipe, dizendo: Levanta<n>[‑te]</n>, e vai para o lado do sul<f>[1]</f>, pelo<f>[2]</f> caminho que desce de Jerusalém para Gaza<f>[3]</f>; esse é deserto."
At,8,27,"E levantando<i>‑se</i>, foi. E eis que um homem etíope, eunuco<f>[1]</f>, <i>oficial</i> poderoso de Candace<f>[2]</f>, que estava sobre todo o tesouro dela, que viera adorar em Jerusalém;","E levantando<n>[‑se]</n>, foi. E eis que um homem etíope, eunuco<f>[1]</f>, <n>[oficial]</n> poderoso de Candace<f>[2]</f>, que estava sobre todo o tesouro dela, que viera adorar em Jerusalém;"
At,8,29,"Disse, pois, o Espírito a Filipe: Aproxima<i>‑te</i>, e junta<i>‑te</i><f>[1]</f> a este carro.","Disse, pois, o Espírito a Filipe: Aproxima<n>[‑te]</n>, e junta<n>[‑te]</n><f>[1]</f> a este carro."
At,8,30,"Correndo, pois, para junto <i>dele</i><f>[1]</f>, Filipe ouviu‑o lendo Isaías, o profeta,<f>[2]</f> e disse: Entendes ao menos as<i>coisas</i> que estás lendo<f>[3]</f>?","Correndo, pois, para junto <n>[dele]</n><f>[1]</f>, Filipe ouviu‑o lendo Isaías, o profeta,<f>[2]</f> e disse: Entendes ao menos as<n>[coisas]</n> que estás lendo<f>[3]</f>?"
At,8,31,"Ele, pois, disse: Como, de fato, poderia, se ninguém me ensina<f>[1]</f>? Conclamou, pois, a Filipe que subisse <i>para</i> se assentar com ele.","Ele, pois, disse: Como, de fato, poderia, se ninguém me ensina<f>[1]</f>? Conclamou, pois, a Filipe que subisse <n>[para]</n> se assentar com ele."
At,8,32,"O lugar da escritura, pois, que estava lendo<f>[1]</f>, era este: “Como ovelha foi levado a<i>o</i> matadouro e como um cordeiro <i>é</i> mudo diante do seu tosquiador, assim não abre a sua boca.","O lugar da escritura, pois, que estava lendo<f>[1]</f>, era este: “Como ovelha foi levado a<n>[o]</n> matadouro e como um cordeiro <n>[é]</n> mudo diante do seu tosquiador, assim não abre a sua boca."
At,8,33,"Na sua humilhação foi tirado seu juízo; a sua geração, pois, — quem <i>a</i> contará? Porque a sua vida é tirada da terra”<f>[1]</f>.","Na sua humilhação foi tirado seu juízo; a sua geração, pois, — quem <n>[a]</n> contará? Porque a sua vida é tirada da terra”<f>[1]</f>."
At,8,39,"Quando, pois, subiam da água, <i>o</i> Espírito d<i>o</i> Senhor arrebatou a Filipe; e não o viu mais o eunuco, porque ia<f>[1]</f> o seu caminho, regozijando.","Quando, pois, subiam da água, <n>[o]</n> Espírito d<n>[o]</n> Senhor arrebatou a Filipe; e não o viu mais o eunuco, porque ia<f>[1]</f> o seu caminho, regozijando."
At,9,2,"pediu dele cartas para Damasco<f>[1]</f> para as sinagogas, para que, se achasse alguns<f>[2]</f> estando do caminho<f>[3]</f>, tanto homens como mulheres, <i>os</i> conduzisse atados para Jerusalém.","pediu dele cartas para Damasco<f>[1]</f> para as sinagogas, para que, se achasse alguns<f>[2]</f> estando do caminho<f>[3]</f>, tanto homens como mulheres, <n>[os]</n> conduzisse atados para Jerusalém."
At,9,5,"Disse, pois: Quem és, Senhor? Ele, pois, <i>disse</i>:<f>[1]</f> Eu sou Jesus, a quem tu persegues.<f>[2]</f>","Disse, pois: Quem és, Senhor? Ele, pois, <n>[disse]</n>:<f>[1]</f> Eu sou Jesus, a quem tu persegues.<f>[2]</f>"
At,9,6,Mas<f>[1]</f> levanta<i>‑te</i> e entra na cidade e ser‑te‑á dito que tu deves<f>[2]</f> fazer.,Mas<f>[1]</f> levanta<n>[‑te]</n> e entra na cidade e ser‑te‑á dito que tu deves<f>[2]</f> fazer.
At,9,8,"Foi levantado, pois, Saulo da terra. Tendo sido abertos os seus olhos, nada<f>[1]</f> viu. Guiando‑o, pois, pela mão<f>[2]</f>, conduziram<i>‑no</i> para Damaso.","Foi levantado, pois, Saulo da terra. Tendo sido abertos os seus olhos, nada<f>[1]</f> viu. Guiando‑o, pois, pela mão<f>[2]</f>, conduziram<n>[‑no]</n> para Damaso."
At,9,10,"Estava, pois, certo discípulo em Damasco chamado<f>[1]</f> Ananias, e disse para ele em uma visão o Senhor<f>[2]</f>: Ananias! Ele, pois, disse: Eis, eu <i>aqui</i>, Senhor!","Estava, pois, certo discípulo em Damasco chamado<f>[1]</f> Ananias, e disse para ele em uma visão o Senhor<f>[2]</f>: Ananias! Ele, pois, disse: Eis, eu <n>[aqui]</n>, Senhor!"
At,9,11,"O Senhor, pois, <i>disse</i> para ele: Levantando<i>‑te</i>, vai para<f>[1]</f> a viela<f>[2]</f> chamada Direita e procura em casa de Judas um <i>homem</i> chamado Saulo, de Tarso<f>[3]</f>, porque eis, <i>que está</i> orando;","O Senhor, pois, <n>[disse]</n> para ele: Levantando<n>[‑te]</n>, vai para<f>[1]</f> a viela<f>[2]</f> chamada Direita e procura em casa de Judas um <n>[homem]</n> chamado Saulo, de Tarso<f>[3]</f>, porque eis, <n>[que está]</n> orando;"
At,9,12,"e viu em visão um homem<f>[1]</f> chamado Ananias, chegando e impondo‑lhe <i>as</i> mãos, para que visse <i>novamente</i>.","e viu em visão um homem<f>[1]</f> chamado Ananias, chegando e impondo‑lhe <n>[as]</n> mãos, para que visse <n>[novamente]</n>."
At,9,13,"Respondeu, pois, Ananias: Senhor, ouvi de muitos sobre esse homem, quantas <i>coisas</i> más fez <i>a</i>os teus santos<f>[1]</f> em Jerusalém;","Respondeu, pois, Ananias: Senhor, ouvi de muitos sobre esse homem, quantas <n>[coisas]</n> más fez <n>[a]</n>os teus santos<f>[1]</f> em Jerusalém;"
At,9,14,e aqui tem autoridade dos sumo sacerdotes <i>para</i> atar<f>[1]</f> todos os que invocam o teu nome.,e aqui tem autoridade dos sumo sacerdotes <n>[para]</n> atar<f>[1]</f> todos os que invocam o teu nome.
At,9,16,Porque eu lhe mostrarei quantas <i>coisas</i> ele deve<f>[1]</f> sofrer por causa do meu nome.,Porque eu lhe mostrarei quantas <n>[coisas]</n> ele deve<f>[1]</f> sofrer por causa do meu nome.
At,9,17,"Foi, pois, Ananias e entrou na casa e, pondo sobre ele as mãos, disse: Saulo, irmão, o Senhor me enviou, Jesus<f>[1]</f>, que te apareceu no caminho que vieste, para que vejas <i>novamente</i> e sejas enchido de Espírito Santo.","Foi, pois, Ananias e entrou na casa e, pondo sobre ele as mãos, disse: Saulo, irmão, o Senhor me enviou, Jesus<f>[1]</f>, que te apareceu no caminho que vieste, para que vejas <n>[novamente]</n> e sejas enchido de Espírito Santo."
At,9,18,"E imediatamente caíram dos seus olhos como que escamas e viu <i>novamente</i>;<f>[1]</f> levantando<i>‑se</i>, pois, foi batizado.","E imediatamente caíram dos seus olhos como que escamas e viu <n>[novamente]</n>;<f>[1]</f> levantando<n>[‑se]</n>, pois, foi batizado."
At,9,19,"E tomando comida<f>[1]</f>, foi fortalecido.Esteve, pois,<f>[2]</f> em Damasco, com os discípulos, <i>por</i> alguns dias.","E tomando comida<f>[1]</f>, foi fortalecido.Esteve, pois,<f>[2]</f> em Damasco, com os discípulos, <n>[por]</n> alguns dias."
At,9,21,"Foram maravilhados<f>[1]</f>, pois, todos os que <i>o</i> ouviam e diziam: Não é este aquele que destruía<f>[2]</f> em Jerusalém os que invocam este nome e aqui veio para isso, para que, atados, os levasse diante dos sumo sacerdotes?","Foram maravilhados<f>[1]</f>, pois, todos os que <n>[o]</n> ouviam e diziam: Não é este aquele que destruía<f>[2]</f> em Jerusalém os que invocam este nome e aqui veio para isso, para que, atados, os levasse diante dos sumo sacerdotes?"
At,9,22,"Saulo, pois, se fortalecia<f>[1]</f> tanto mais<f>[2]</f> e confundia <i>os</i> judeus, os que moravam em Damasco, provando que esse é o Cristo.","Saulo, pois, se fortalecia<f>[1]</f> tanto mais<f>[2]</f> e confundia <n>[os]</n> judeus, os que moravam em Damasco, provando que esse é o Cristo."
At,9,24,"Tornou‑se conhecido<f>[1]</f>, pois, a Saulo a sua conspiração<f>[2]</f>. Guardavam, pois, <i>cuidadosamente</i> também as portas, tanto de dia como também de noite, para que o aniquilassem.","Tornou‑se conhecido<f>[1]</f>, pois, a Saulo a sua conspiração<f>[2]</f>. Guardavam, pois, <n>[cuidadosamente]</n> também as portas, tanto de dia como também de noite, para que o aniquilassem."
At,9,25,"Tomando‑o, pois, os discípulos<f>[1]</f>, de noite, o desceram pela muralha, abaixando<i>‑o</i> num cesto<f>[2]</f>.","Tomando‑o, pois, os discípulos<f>[1]</f>, de noite, o desceram pela muralha, abaixando<n>[‑o]</n> num cesto<f>[2]</f>."
At,9,26,"Chegando, pois,<f>[1]</f> a Jerusalém, tentou juntar‑se <i>a</i>os discípulos; e todos o temeram, não crendo que era<f>[2]</f> um discípulo.","Chegando, pois,<f>[1]</f> a Jerusalém, tentou juntar‑se <n>[a]</n>os discípulos; e todos o temeram, não crendo que era<f>[2]</f> um discípulo."
At,9,27,"Barnabé, pois, segurando‑o, conduziu<i>‑o</i> para os apóstolos e contou‑lhes<f>[1]</f> como no caminho vira o Senhor e que <i>ele</i> lhe falara e como em Damasco falara audazmente<f>[2]</f> no nome de<f>[3]</f> Jesus.","Barnabé, pois, segurando‑o, conduziu<n>[‑o]</n> para os apóstolos e contou‑lhes<f>[1]</f> como no caminho vira o Senhor e que <n>[ele]</n> lhe falara e como em Damasco falara audazmente<f>[2]</f> no nome de<f>[3]</f> Jesus."
At,9,29,"Tanto falava <i>como</i> também disputava com<f>[1]</f> os helenistas<f>[2]</f>; eles, pois, tentavam<f>[3]</f> matá‑lo.","Tanto falava <n>[como]</n> também disputava com<f>[1]</f> os helenistas<f>[2]</f>; eles, pois, tentavam<f>[3]</f> matá‑lo."
At,9,30,"Sabendo<i>‑o</i>, pois, os irmãos, levaram<f>[1]</f>‑no para Cesaréia e enviaram‑no para Tarso.","Sabendo<n>[‑o]</n>, pois, os irmãos, levaram<f>[1]</f>‑no para Cesaréia e enviaram‑no para Tarso."
At,9,31,"A igreja<f>[1]</f>, pois, por toda a Judéia e Galiléia e Samaria tinha paz, sendo edificada e andando no temor do Senhor e, <i>n</i>o conforto<f>[2]</f> do Espírito Santo, foi multiplicada.","A igreja<f>[1]</f>, pois, por toda a Judéia e Galiléia e Samaria tinha paz, sendo edificada e andando no temor do Senhor e, <n>[n]</n>o conforto<f>[2]</f> do Espírito Santo, foi multiplicada."
At,9,32,"Aconteceu, pois, que Pedro, passando por todas <i>as partes</i>, desceu também para os santos que habitavam em Lida<f>[1]</f>.","Aconteceu, pois, que Pedro, passando por todas <n>[as partes]</n>, desceu também para os santos que habitavam em Lida<f>[1]</f>."
At,9,33,"Achou, pois, ali um certo homem chamado<f>[1]</f> Enéias<f>[2]</f>, havia<f>[3]</f> oito anos <i>já</i> deitado sobre um colchonete, que era paralítico.","Achou, pois, ali um certo homem chamado<f>[1]</f> Enéias<f>[2]</f>, havia<f>[3]</f> oito anos <n>[já]</n> deitado sobre um colchonete, que era paralítico."
At,9,34,E disse‑lhe Pedro: Enéias! Jesus Cristo te cura; levanta‑te e estende <i>para</i> ti mesmo<i>o colchonete</i>! E imediatamente <i>se</i> levantou.,E disse‑lhe Pedro: Enéias! Jesus Cristo te cura; levanta‑te e estende <n>[para]</n> ti mesmo<n>[o colchonete]</n>! E imediatamente <n>[se]</n> levantou.
At,9,37,"Aconteceu, pois, naqueles dias, enfermando<f>[1]</f> ela, morreu. Tendo<i>‑a</i>, pois, lavado, puseram<i>‑na</i> num cenáculo.","Aconteceu, pois, naqueles dias, enfermando<f>[1]</f> ela, morreu. Tendo<n>[‑a]</n>, pois, lavado, puseram<n>[‑na]</n> num cenáculo."
At,9,39,"Levantando<i>‑se</i>, pois, Pedro acompanhou‑os; chegando, o levaram <i>para cima</i> para o cenáculo; e estavam <i>em pé junto</i> dele todas as viúvas, chorando e mostrando <i>as</i> túnicas e togas<f>[1]</f> que, estando com eles, fazia a Dorcas.","Levantando<n>[‑se]</n>, pois, Pedro acompanhou‑os; chegando, o levaram <n>[para cima]</n> para o cenáculo; e estavam <n>[em pé junto]</n> dele todas as viúvas, chorando e mostrando <n>[as]</n> túnicas e togas<f>[1]</f> que, estando com eles, fazia a Dorcas."
At,9,40,"Expulsando, pois <i>para</i> fora todos, Pedro, pondo<i>‑se</i> de joelhos, orou e, voltando<i>‑se</i> para o corpo, disse: Tabita, levanta‑te! Ela, pois, abriu os seus olhos e, vendo Pedro, se assentou.","Expulsando, pois <n>[para]</n> fora todos, Pedro, pondo<n>[‑se]</n> de joelhos, orou e, voltando<n>[‑se]</n> para o corpo, disse: Tabita, levanta‑te! Ela, pois, abriu os seus olhos e, vendo Pedro, se assentou."
At,9,41,"Dando‑lhe, pois, <i>a</i> mão, levantou‑a. Chamando, pois, os santos e as viúvas, apresentou‑a viva<f>[1]</f>.","Dando‑lhe, pois, <n>[a]</n> mão, levantou‑a. Chamando, pois, os santos e as viúvas, apresentou‑a viva<f>[1]</f>."
At,10,1,"Certo homem, pois, em Cesaréia, <i>por</i> nome Cornélio<f>[1]</f>, centurião de uma coorte chamada italiana,","Certo homem, pois, em Cesaréia, <n>[por]</n> nome Cornélio<f>[1]</f>, centurião de uma coorte chamada italiana,"
At,10,3,"viu em uma visão claramente, por volta d<i>a</i> hora nona do dia, um anjo de Deus entrando para ele e dizendo‑lhe: Cornélio!","viu em uma visão claramente, por volta d<n>[a]</n> hora nona do dia, um anjo de Deus entrando para ele e dizendo‑lhe: Cornélio!"
At,10,6,"esse está hospedado com um certo Simão, um curtidor, cuja casa está próxima a<i>o</i> mar.<f>[1]</f>","esse está hospedado com um certo Simão, um curtidor, cuja casa está próxima a<n>[o]</n> mar.<f>[1]</f>"
At,10,7,"Saindo, pois, o anjo, que falava <i>com</i> ele<f>[1]</f>, chamando dois de seus servos domésticos e um soldado piedoso, daqueles que continuamente estavam com<f>[2]</f> ele;","Saindo, pois, o anjo, que falava <n>[com]</n> ele<f>[1]</f>, chamando dois de seus servos domésticos e um soldado piedoso, daqueles que continuamente estavam com<f>[2]</f> ele;"
At,10,8,"e relatando‑lhes todas <i>as coisas</i>, enviou‑os a Jope.<pb/>","e relatando‑lhes todas <n>[as coisas]</n>, enviou‑os a Jope.<pb/>"
At,10,9,"No dia seguinte<f>[1]</f>, pois, viajando esses e aproximando‑se da cidade, subiu Pedro sobre o teto<f>[2]</f> a orar por volta d<i>a</i> hora sexta.","No dia seguinte<f>[1]</f>, pois, viajando esses e aproximando‑se da cidade, subiu Pedro sobre o teto<f>[2]</f> a orar por volta d<n>[a]</n> hora sexta."
At,10,11,"E viu o céu aberto e certo recipiente, como um grande lençol [atado] n<i>os</i> quatro cantos, descendo, abaixado sobre a terra,","E viu o céu aberto e certo recipiente, como um grande lençol [atado] n<n>[os]</n> quatro cantos, descendo, abaixado sobre a terra,"
At,10,14,"Pedro, pois, disse: De maneira alguma<f>[1]</f>, Senhor! Porque nunca tenho comido alguma <i>coisa</i> comum ou<f>[2]</f> imunda.","Pedro, pois, disse: De maneira alguma<f>[1]</f>, Senhor! Porque nunca tenho comido alguma <n>[coisa]</n> comum ou<f>[2]</f> imunda."
At,10,15,"E uma voz <i>veio</i> novamente, segunda vez, para ele: As <i>coisas</i> que Deus purificou, não <i>as</i> consideres <i>tu</i> comuns<f>[1]</f>!","E uma voz <n>[veio]</n> novamente, segunda vez, para ele: As <n>[coisas]</n> que Deus purificou, não <n>[as]</n> consideres <n>[tu]</n> comuns<f>[1]</f>!"
At,10,16,"Isso, pois, ocorreu por três <i>vezes</i> e logo<f>[1]</f> foi recolhido o recipiente para o céu.","Isso, pois, ocorreu por três <n>[vezes]</n> e logo<f>[1]</f> foi recolhido o recipiente para o céu."
At,10,17,"Como, pois, Pedro em si mesmo estava perplexo<f>[1]</f> <i>o</i> que seria a visão que viu, eis os homens, os enviados por Cornélio, perguntando pela casa de Simão, estavam diante do portal<f>[2]</f>;","Como, pois, Pedro em si mesmo estava perplexo<f>[1]</f> <n>[o]</n> que seria a visão que viu, eis os homens, os enviados por Cornélio, perguntando pela casa de Simão, estavam diante do portal<f>[2]</f>;"
At,10,19,"A Pedro, pois, <i>ainda</i> ponderando sobre a visão, disse‑lhe o Espírito: Eis, dois homens estão te procurando.","A Pedro, pois, <n>[ainda]</n> ponderando sobre a visão, disse‑lhe o Espírito: Eis, dois homens estão te procurando."
At,10,20,"Levantando‑te, porém, desce e vai com eles <i>em</i> nada duvidando, porque <i>eu</i> os enviei.","Levantando‑te, porém, desce e vai com eles <n>[em]</n> nada duvidando, porque <n>[eu]</n> os enviei."
At,10,21,"Descendo, pois, Pedro para os homens, disse: Eis que <i>eu</i> sou a quem procurais. Qual é a causa por que estais aqui?","Descendo, pois, Pedro para os homens, disse: Eis que <n>[eu]</n> sou a quem procurais. Qual é a causa por que estais aqui?"
At,10,22,"Eles, pois, disseram: Cornélio, centurião, homem justo e temente a Deus, tendo <i>bom</i> testemunho<f>[1]</f> de toda a nação dos judeus, foi instruído divinamente<f>[2]</f> por um santo anjo a mandar chamar‑te para a casa dele e ouvir palavras de ti.","Eles, pois, disseram: Cornélio, centurião, homem justo e temente a Deus, tendo <n>[bom]</n> testemunho<f>[1]</f> de toda a nação dos judeus, foi instruído divinamente<f>[2]</f> por um santo anjo a mandar chamar‑te para a casa dele e ouvir palavras de ti."
At,10,23,"Então, chamando‑os para dentro<f>[1]</f>, <i>os</i> hospedou. No dia seguinte<f>[2]</f>, pois, levantando‑se, saiu<f>[3]</f> com eles, e alguns dos irmãos, dos de Jope, o acompanharam.","Então, chamando‑os para dentro<f>[1]</f>, <n>[os]</n> hospedou. No dia seguinte<f>[2]</f>, pois, levantando‑se, saiu<f>[3]</f> com eles, e alguns dos irmãos, dos de Jope, o acompanharam."
At,10,25,"Aconteceu, pois, que, entrando Pedro, Cornélio, encontrando com ele <i>e</i> caindo aos pés <i>dele</i>, adorou<i>‑o</i><f>[1]</f>.","Aconteceu, pois, que, entrando Pedro, Cornélio, encontrando com ele <n>[e]</n> caindo aos pés <n>[dele]</n>, adorou<n>[‑o]</n><f>[1]</f>."
At,10,26,"Pedro, pois, levantou‑o, dizendo: Levanta‑te; também <i>eu</i> mesmo sou um homem.","Pedro, pois, levantou‑o, dizendo: Levanta‑te; também <n>[eu]</n> mesmo sou um homem."
At,10,28,E disse para eles: <i>Vós</i> entendeis como é ilícito a um homem judeu juntar‑se<f>[1]</f> ou aproximar‑se de um estranho<f>[2]</f>; e a mim Deus mostrou de não chamar comum ou impuro homem algum.,E disse para eles: <n>[Vós]</n> entendeis como é ilícito a um homem judeu juntar‑se<f>[1]</f> ou aproximar‑se de um estranho<f>[2]</f>; e a mim Deus mostrou de não chamar comum ou impuro homem algum.
At,10,32,"Envia, então, para Jope e manda chamar Simão, que é apelidado Pedro; esse está hospedado em casa de Simão, curtidor, junto a<i>o</i> mar[, que, vindo, falar‑te‑á].","Envia, então, para Jope e manda chamar Simão, que é apelidado Pedro; esse está hospedado em casa de Simão, curtidor, junto a<n>[o]</n> mar[, que, vindo, falar‑te‑á]."
At,10,33,"Imediatamente, então, enviei para ti, e <i>tu</i>, bem fizeste, <i>tendo</i> chegado. Agora, então, todos <i>nós</i> diante de Deus estamos presentes<f>[1]</f> <i>para</i> ouvir todas as <i>coisas</i>, que te foram mandadas por Deus<f>[2]</f>.<pb/>","Imediatamente, então, enviei para ti, e <n>[tu]</n>, bem fizeste, <n>[tendo]</n> chegado. Agora, então, todos <n>[nós]</n> diante de Deus estamos presentes<f>[1]</f> <n>[para]</n> ouvir todas as <n>[coisas]</n>, que te foram mandadas por Deus<f>[2]</f>.<pb/>"
